id,Condition,Item,rep.equation,RT.equation,completion,RT.completion,res.equation,cor.equation,nbr.NP1,nbr.comp,attachment,halfsession,amount.cor.equation,age
15,stat_high,17,460,41909,avait fabriqué une pancarte qui résumait bien leur cause ,42023,68,0,sg,sg,1,1,0,62
15,percep_high,28,594,58215,lui rappellait bien un jeune homme qu elle a connu dans sa jeunesse ,37429,64,0,sg,sg,1,1,0,62
15,stat_low,23,344,44619,se contentait de peu ,30456,98,0,sg,sg,1,1,0,62
15,stat_high,9,864,36088,est arrivé de très loin sans avoir diné ,35696,-54,0,sg,sg,1,1,0,62
15,percep_high,20,370,36049,ne se souciaient point de ses conseils ,37739,50,0,sg,pl,0,1,0,62
15,stat_high,1,405,33352,était accusé de viol ,54775,29,0,pl,sg,0,1,0,62
15,percep_low,6,818,42853,disaient du mal de celui qui les torture mentalement ,45939,164,0,pl,pl,1,1,0,62
15,percep_high,4,228,41705,se prenait pour une immortelle ,38194,68,0,pl,sg,0,1,0,62
15,percep_low,2,837,36932,voulaient participer au marathon de New York ,34447,109,0,pl,pl,1,1,0,62
15,percep_low,26,542,31749,lui demandait une grosse somme d argent ,24593,94,0,sg,sg,1,1,0,62
16,stat_high,25,21,35002,rigolent,11414,69,0,pl,pl,1,0,0,35
16,percep_high,20,370,36434,l'impressionne,9721,50,0,sg,sg,1,0,0,35
16,stat_high,13,580,49644,l'ont gentiment accueilli,10990,-39,0,pl,pl,1,0,0,35
16,percep_low,6,808,35915,l'ont effrayé,9882,164,0,pl,pl,1,0,0,35
16,percep_low,22,660,51748,insere des virus dans les ordinateurs,23594,94,0,sg,sg,1,0,0,35
16,stat_low,11,492,35751,l'aime tant,9492,117,0,sg,sg,1,0,0,35
16,percep_high,24,591,15442,mange des bonbons en cachette,9611,18,0,sg,sg,1,0,0,35
16,percep_high,16,336,12805,leur chantait des jolies comptines,14215,42,0,sg,sg,1,0,0,35
16,stat_low,15,202,10136,savent déjà  jouer du piano et de la guitare,10341,109,0,pl,pl,1,0,0,35
16,percep_low,14,264,22477,lui a offert un gâteau au chocolat,15732,106,0,sg,sg,1,0,0,35
16,stat_low,3,909,7285,apprécient sa générosité,13442,165,0,pl,pl,1,0,0,35
16,percep_low,26,176,14872,lui offre un poste de stagiaire,11191,94,0,sg,sg,1,0,0,35
16,percep_low,18,532,38364,se chamaillaient dans la cour,12551,114,0,pl,pl,1,0,0,35
16,percep_high,8,838,39317,partait dans de très longs monologues,15988,-48,0,sg,sg,1,0,0,35
16,percep_low,10,578,31383,va animer la réunion,18290,112,0,sg,sg,1,1,0,35
16,stat_high,1,408,14709,lui réclament une forte somme,20615,29,0,pl,pl,1,1,0,35
16,stat_high,5,416,17244,lui expliquent la procedure à  suivre,9706,22,0,pl,pl,1,1,0,35
16,percep_high,12,841,22751,travaille extrement bien,8955,1,0,sg,sg,1,1,0,35
16,stat_low,7,728,19951,adorent son dernier album,10438,152,0,pl,pl,1,1,0,35
16,stat_high,9,574,17846,l'a beaucoup ému,10154,-54,0,sg,sg,1,1,0,35
16,percep_high,4,252,33256,voudraient récuperer les images,13076,68,0,pl,pl,1,1,0,35
16,percep_high,27,89,10020,lui a tout appris,7374,75,0,sg,sg,1,1,0,35
16,percep_high,28,472,30599,lui plaït enormement,23753,64,0,sg,sg,1,1,0,35
16,percep_low,2,837,32935,lui ont tenu compagnie,9797,109,0,pl,pl,1,1,0,35
16,stat_low,19,376,26928,sont une excellent équipe,9387,99,0,pl,pl,1,1,0,35
16,stat_low,23,368,17811,fourni un travail de qualité,8429,98,0,sg,sg,1,1,0,35
16,stat_high,21,632,27233,lui ont offert un joli poste,10581,-19,0,pl,pl,1,1,0,35
16,stat_high,17,460,16893,lui a inspiré beaucoup d'humanité,10690,68,0,sg,sg,1,1,0,35
17,percep_low,18,44,36563,approchaient.,22956,114,0,pl,pl,1,0,14,49
17,stat_high,25,69,13639,étaient présent.,26720,69,1,pl,pl,1,0,14,49
17,percep_high,8,48,69736,parlait.,20375,-48,0,sg,sg,1,0,14,49
17,stat_low,15,77,45066,leur apprenait la musique.,47864,109,0,pl,sg,0,0,14,49
17,percep_low,10,112,62445,les avait défendus.,79146,112,1,sg,sg,1,0,14,49
17,stat_high,1,29,38974,était accusé d'avoir mal joué.,28505,29,1,pl,sg,0,0,14,49
17,stat_high,9,34,74061,avaient suivis ses cours.,36337,-54,0,sg,pl,0,0,14,49
17,percep_high,16,42,64604,étudieront au sein de l'établissement cette année.,95563,42,1,sg,pl,0,0,14,49
17,percep_high,27,89,61813,avaient fait la traversée.,29965,75,0,sg,pl,0,0,14,49
17,percep_low,26,94,41194,vont se produire à  Paris ce week-end.,63551,94,1,sg,pl,0,0,14,49
17,stat_low,23,98,28983,a tant fait parler de lui dernièrement.,75273,98,1,sg,sg,1,0,14,49
17,stat_high,21,1,110050,était en poste lors de la dernière administration.,35169,-19,0,pl,sg,0,0,14,49
17,stat_low,19,71,29111,a signé le contrat avec notre entreprise.,45150,99,0,pl,sg,0,0,14,49
17,stat_low,11,127,68904,vient de rencontrer sa maman.,40518,117,0,sg,sg,1,0,14,49
17,percep_low,2,109,42970,a remporté toutes les médailles d'or.,36373,109,1,pl,sg,0,1,14,49
17,percep_high,28,64,50253,vient de passer devant elle.,20398,64,1,sg,sg,1,1,14,49
17,stat_low,7,152,80573,se dandinaient comme des fous lors du concert.,50933,152,1,pl,pl,1,1,14,49
17,stat_high,5,32,43370,apparaït sur toutes les vitrines des magasins. ,75869,22,0,pl,sg,0,1,14,49
17,percep_high,12,1,11217,a remporté le tournoi.,82796,1,1,sg,sg,1,1,14,49
17,percep_high,4,68,18544,monte.,16325,68,1,pl,sg,0,1,14,49
17,percep_low,6,173,50915,menace la paix.,27899,164,0,pl,sg,0,1,14,49
17,percep_low,14,106,42725,vont se produire sous peu.,36813,106,1,sg,sg,1,1,14,49
17,percep_high,20,60,15192,lui avaient mis la pression pour qu'il répare la panne.,59598,50,0,sg,pl,0,1,14,49
17,stat_low,3,21,58825,projette de l'engager.,38234,165,0,pl,sg,0,1,14,49
17,percep_low,22,94,64991,réparent les ordinateurs.,32313,94,1,sg,pl,0,1,14,49
17,stat_high,17,68,10979,lui a confié son avis sur le mouvement.,23705,68,1,sg,sg,1,1,14,49
17,stat_high,13,29,83560,est originaire d'Italie.,52717,-39,0,pl,sg,0,1,14,49
17,percep_high,24,22,41411,dansait tout seul.,31806,18,0,sg,sg,1,1,14,49
18,percep_high,20,50,33600,manipulait un ordinateur,16856,50,1,sg,sg,1,0,7,56
18,percep_high,27,75,21566,etait en primaire avec lui,18957,75,1,sg,sg,1,0,7,56
18,stat_low,19,99,34821,faisaient une partie de football,22813,99,1,pl,pl,1,0,7,56
18,stat_high,17,68,16213,telephonnait,13958,68,1,sg,sg,1,0,7,56
18,stat_low,3,163,39189,travaillaient la terre,19665,165,0,pl,pl,1,0,7,56
18,stat_high,21,165,54376,travaillaient pour lui,16567,-19,0,pl,pl,1,0,7,56
18,stat_low,23,96,20242,faisait du cinema,15163,98,0,sg,sg,1,0,7,56
18,percep_high,8,811,23335,faisait un cours,11279,-48,0,sg,sg,1,0,7,56
18,stat_low,7,126,40062,finissait son concert,13644,152,0,pl,sg,0,0,7,56
18,stat_high,25,65,40796,dansaient,17219,69,0,pl,pl,1,0,7,56
18,stat_high,13,32,63511,ont bu,15604,-39,0,pl,pl,1,0,7,56
18,percep_high,24,36,16674,draguait,10143,18,0,sg,sg,1,0,7,56
18,stat_low,11,38,16250, est parti a la guerre,33083,117,0,sg,sg,1,0,7,56
18,stat_high,1,44,19416,joue au cinema,13143,29,0,pl,sg,0,0,7,56
18,stat_low,15,109,38690,jouait de la musique,15431,109,1,pl,sg,0,1,7,56
18,percep_low,18,41,21378,jouaient dans la cour,11690,114,0,pl,pl,1,1,7,56
18,percep_low,22,68,23232,filmait une scene,15046,94,0,sg,sg,1,1,7,56
18,stat_high,9,0,16250,travallait,13390,-54,0,sg,sg,1,1,7,56
18,percep_low,10,53,12975,jouait au tennis,13998,112,0,sg,sg,1,1,7,56
18,percep_high,4,68,27377,mangeaient une soupe,16626,68,1,pl,pl,1,1,7,56
18,percep_low,14,98,18605,dansait un slow,13370,106,0,sg,sg,1,1,7,56
18,percep_high,16,50,28877,ecrivait au tableau,22040,42,0,sg,sg,1,1,7,56
18,percep_low,2,108,21592,chantaient,8944,109,0,pl,pl,1,1,7,56
18,percep_high,12,1,10710,buvait un  whisky,14114,1,1,sg,sg,1,1,7,56
18,percep_low,6,20,13769,criait a l haut parleur,20265,164,0,pl,sg,0,1,7,56
18,stat_high,5,0,16241,allaient operer,13122,22,0,pl,pl,1,1,7,56
18,percep_low,26,70,28850,preparait son agenda,12733,94,0,sg,sg,1,1,7,56
18,percep_high,28,420,25194,avancait a grands pas,14088,64,0,sg,sg,1,1,7,56
19,percep_high,8,38,212348,sont silencieux,53777,-48,0,sg,pl,0,0,12,19
19,stat_low,3,21,38434,ont été adorables avec elle,25159,165,0,pl,pl,1,0,12,19
19,stat_low,11,33,48286,sont partis au front pendant la première guerre Mondiale,35679,117,0,sg,pl,0,0,12,19
19,percep_high,4,68,29151,est à  la mode en ce moment,11765,68,1,pl,sg,0,0,12,19
19,percep_high,28,64,26438,est indétrônable,16380,64,1,sg,sg,1,0,12,19
19,percep_high,12,1,7531,était en pleine préparation d'un futur entraïnement.,30569,1,1,sg,sg,1,0,12,19
19,stat_low,23,66,30203,sont actuellement en tête d'affiche.,24356,98,0,sg,pl,0,0,12,19
19,stat_high,13,-9,105527,est très heureuse,15164,-39,0,pl,sg,0,0,12,19
19,stat_high,1,29,43568,est malheureusement décédé hier,14079,29,1,pl,sg,0,0,12,19
19,percep_high,27,11,15829,est assez casanier,13889,75,0,sg,sg,1,0,12,19
19,percep_low,6,20,12346,tiennent des propos complètement délirants.,51962,164,0,pl,pl,1,0,12,19
19,stat_high,17,68,12738,était très vindicatif,11994,68,1,sg,sg,1,0,12,19
19,percep_high,20,50,11017,était très appliqué à  la tâche,17685,50,1,sg,sg,1,0,12,19
19,percep_low,2,73,19300,a disparu en mer ,15803,109,0,pl,sg,0,0,12,19
19,percep_low,18,54,20448,jouaient dans la cour ,9231,114,0,pl,pl,1,1,12,19
19,stat_high,5,22,27518,a eu une perte de poids anormale,28948,22,1,pl,sg,0,1,12,19
19,percep_high,16,42,30704,sont alignés en rang d'oignon,22232,42,1,sg,pl,0,1,12,19
19,stat_high,9,-54,55116,est d'ailleurs très charmant,11034,-54,1,sg,sg,1,1,12,19
19,percep_high,24,18,49347,était entrain de baver en dormant,16013,18,1,sg,sg,1,1,12,19
19,percep_low,14,52,39279,était entrain de faire sa promenade hebdomadaire,28449,106,0,sg,sg,1,1,12,19
19,stat_low,15,77,23922,est parti en tournée pour plusieurs mois,20009,109,0,pl,sg,0,1,12,19
19,stat_low,19,67,31890,dirige plusieurs grosses entreprises,16171,99,0,pl,sg,0,1,12,19
19,percep_low,10,42,14152,était très à  l'écoute du personnel,22417,112,0,sg,sg,1,1,12,19
19,stat_high,21,-19,87586,a détourné beaucoup d'argent,16231,-19,1,pl,sg,0,1,12,19
19,stat_low,7,40,19908,mettaient une super ambiance à  son concert,29918,152,0,pl,pl,1,1,12,19
19,percep_low,26,70,11126,était très peu patient,11951,94,0,sg,pl,0,1,12,19
19,stat_high,25,69,12052,étaient hilares,13026,69,1,pl,pl,1,1,12,19
19,percep_low,22,62,14186,avait un air fort inquiétant,16414,94,0,sg,sg,1,1,12,19
20,percep_low,6,164,107780,haranguaient la foule,37939,164,1,pl,pl,1,0,18,75
20,percep_low,26,94,15924,acceptait l'interview,39110,94,1,sg,sg,1,0,18,75
20,stat_high,21,- 19,110272,profitent de la situation,35097,-19,0,pl,pl,1,0,18,75
20,stat_low,15,109,17002,sont adorables,14213,109,1,pl,pl,1,0,18,75
20,percep_low,18,114,15083,sont ses amies,14675,114,1,pl,pl,1,0,18,75
20,stat_low,7,152,21129,sont comme lui,31855,152,1,pl,pl,1,0,18,75
20,stat_high,5,22,19457,veulent qu'elle se repose,61435,22,1,pl,pl,1,0,18,75
20,stat_high,25,69,12009,sont grands,38992,69,1,pl,pl,1,0,18,75
20,stat_high,9,- 54,64539,est professeur,25575,-54,0,sg,sg,1,0,18,75
20,stat_low,11,33,21461,part en mission,25285,117,0,sg,sg,1,0,18,75
20,percep_high,20,50,11584,sait diriger,19269,50,1,sg,sg,1,0,18,75
20,percep_high,12,1,10118,stimule ses troupes,25584,1,1,sg,sg,1,0,18,75
20,percep_high,8,- 47,59549,redige son prochain cours,40131,-48,0,sg,sg,1,0,18,75
20,percep_high,4,68,12125,monte l'escalier,28014,68,1,pl,sg,0,0,18,75
20,stat_low,23,98,13908,est un bon,16445,98,1,sg,sg,1,1,18,75
20,stat_high,17,68,8804,défile sur le boulevard,19730,68,1,sg,sg,1,1,18,75
20,percep_high,27,89,9300,est son mentor,23660,75,0,sg,sg,1,1,18,75
20,percep_high,28,64,25477,a crevé,11190,64,1,sg,sg,1,1,18,75
20,percep_low,2,109,33015,sont inobjectifs,38018,109,1,pl,pl,1,1,18,75
20,percep_low,10,102,22057,est devant les autres,29264,112,0,sg,sg,1,1,18,75
20,percep_low,22,52,17608,peut lui fournir des informations,24311,94,0,sg,sg,1,1,18,75
20,stat_high,1,29,24955,montent leur dossier,25876,29,1,pl,pl,1,1,18,75
20,stat_low,3,163,21137,taillent les buis,30790,165,0,pl,pl,1,1,18,75
20,stat_high,13,- 39,31540,sont très accueuillants,30127,-39,0,pl,pl,1,1,18,75
20,percep_high,24,18,17360,observait ses voisins,19656,18,1,sg,sg,1,1,18,75
20,percep_low,14,106,18696,est beau,17760,106,1,sg,sg,1,1,18,75
20,percep_high,16,42,16383,doit être excellant,27903,42,1,sg,sg,1,1,18,75
20,stat_low,19,67,17328,ont besoin d'une remise à  niveau,21109,99,0,pl,pl,1,1,18,75
21,percep_high,23,90,51345,allait embrasser une actrice,30020,45,0,sg,sg,1,0,0,46
21,percep_low,13,72,76351,étaient assis sur le banc,32308,127,0,pl,pl,1,0,0,46
21,stat_low,20,73,30662,voulait travailler sur un projet,41011,86,0,sg,sg,1,0,0,46
21,stat_low,4,75,22073,allait passer a une émission,31911,80,0,pl,sg,0,0,0,46
21,percep_low,5,95,57485,allait l'aborder,24824,136,0,pl,sg,0,0,0,46
21,percep_high,7,81,51330,étaient déchainés,28383,34,0,pl,pl,1,0,0,46
21,percep_low,21,87,47897,allait faire une lourde erreur,34831,151,0,pl,sg,0,0,0,46
21,stat_low,16,80,31371,l'a emmener dans un restaurant raffiné,26460,93,0,sg,sg,1,0,0,46
21,stat_low,24,93,37851,allait tomber malade,32025,139,0,sg,sg,1,0,0,46
21,percep_high,27,76,39915,partait en mer,15354,75,0,sg,sg,1,0,0,46
21,stat_high,18,85,84543,ont dormi ce week-end a la maison,34588,9,0,pl,pl,1,0,0,46
21,percep_low,9,82,55142,ont fait la fete a l'ecole.,46620,153,0,sg,pl,0,0,0,46
21,stat_low,8,77,49493,est venu en france,30331,142,0,sg,sg,1,0,0,46
21,percep_high,19,75,34810,ont fini leur discours,27825,46,0,pl,pl,1,0,0,46
21,stat_high,6,75,62868,allait faire une betise,30762,-22,0,pl,sg,0,1,0,46
21,stat_high,10,65,38611,sans arret l'embeter,35501,0,0,sg,sg,1,1,0,46
21,percep_low,1,92,45815,l'ont énervés,16876,129,0,pl,pl,1,1,0,46
21,percep_low,25,84,28990,l'ont emmener a la patinoire,15360,94,0,pl,pl,1,1,0,46
21,percep_low,17,91,20060,était dans la manifestion des étudiants,31549,104,0,sg,sg,1,1,0,46
21,stat_high,22,68,26695,travaille a l'unicef,22815,-1,0,sg,sg,1,1,0,46
21,stat_low,12,68,30337,est venu a Paris ilya pas longtemps,39721,93,0,sg,sg,1,1,0,46
21,percep_high,15,83,44729,étaient très sages et polis,35782,76,0,pl,pl,1,1,0,46
21,percep_high,28,75,30987,était dans le peloton,13323,64,0,sg,sg,1,1,0,46
21,stat_high,2,80,17971,s'entrainait a la course,20845,17,0,pl,pl,1,1,0,46
21,percep_high,11,62,40722,partait guerrir ,34376,3,0,sg,sg,1,1,0,46
21,stat_high,14,72,35558,chanter dans la salle,15969,36,0,sg,sg,1,1,0,46
21,stat_high,26,74,48623,l'a inviter a boire un verre,16795,63,0,sg,sg,1,1,0,46
21,percep_high,3,76,101839,ont gagner le gros lot,22414,13,0,pl,pl,1,1,0,46
22,stat_high,14,81,42330,parlait,23209,36,0,sg,sg,1,0,21,23
22,stat_high,10,0,34156,militait,15896,0,1,sg,sg,1,0,21,23
22,stat_high,6,-22,38083,assassinaient,11576,-22,1,pl,pl,1,0,21,23
22,stat_high,2,17,13222,gagnaient,24203,17,1,pl,pl,1,0,21,23
22,percep_low,1,129,34911,le poursuivaient,20633,129,1,pl,pl,1,0,21,23
22,percep_high,27,75,7617,hurlait,8579,75,1,sg,sg,1,0,21,23
22,percep_low,17,104,15827,courait,12540,104,1,sg,sg,1,0,21,23
22,percep_high,15,76,31499,chantaient,11754,76,1,pl,pl,1,0,21,23
22,percep_high,7,34,13171,posaient,7937,34,1,pl,pl,1,0,21,23
22,stat_high,26,63,11556,est gentil,29480,63,1,sg,sg,1,0,21,23
22,percep_low,5,46,29138,oscultent,12641,136,0,pl,pl,1,0,21,23
22,percep_high,23,45,8036,fumait,11196,45,1,sg,sg,1,0,21,23
22,percep_high,11,7,21971,courait,11803,3,0,sg,sg,1,0,21,23
22,percep_low,21,161,84067,fraudaient,7736,151,0,pl,pl,1,0,21,23
22,stat_high,18,9,48291,fuguaient,14203,9,1,pl,pl,1,1,21,23
22,percep_high,28,86,9003,buvait,10489,64,0,sg,sg,1,1,21,23
22,stat_low,12,93,32698,flambe,11973,93,1,sg,sg,1,1,21,23
22,stat_low,24,139,42571,dormaient,7637,139,1,sg,pl,0,1,21,23
22,percep_low,9,29,35620,révisent,15242,153,0,sg,pl,0,1,21,23
22,percep_high,3,13,8819,jardinent,19371,13,1,pl,pl,1,1,21,23
22,stat_low,20,86,7480,surveillaient,15901,86,1,sg,pl,0,1,21,23
22,percep_high,19,46,20651,travaillent,10083,46,1,pl,pl,1,1,21,23
22,stat_low,8,142,36628,batifolait,13379,142,1,sg,sg,1,1,21,23
22,stat_high,22,-1,17893,passait,15572,-1,1,sg,sg,1,1,21,23
22,percep_low,13,33,52251,s'embrassaient,7850,127,0,pl,pl,1,1,21,23
22,stat_low,4,80,12515,avance,9562,80,1,pl,sg,0,1,21,23
22,percep_low,25,94,14211,rentraient,19444,94,1,pl,pl,1,1,21,23
22,stat_low,16,93,11196,cuisinait,12995,93,1,sg,sg,1,1,21,23
23,percep_high,15,170,24483,vient de jouer,23360,76,0,pl,sg,0,0,21,32
23,stat_low,20,86,12354,lui a confirmé la nouvelle,21121,86,1,sg,sg,1,0,21,32
23,percep_low,13,127,32075,souhaitaient partir,41716,127,1,pl,pl,1,0,21,32
23,percep_low,21,150,30094,n'avaient rien à  se reprocher,36413,151,0,pl,pl,1,0,21,32
23,stat_high,2,17,15395,avait remportait le championnat,38658,17,1,pl,sg,0,0,21,32
23,stat_low,12,93,15364,est une femme épatante,29516,93,1,sg,sg,1,0,21,32
23,stat_low,8,144,20123,partait à  l'étranger,103482,142,0,sg,sg,1,0,21,32
23,stat_high,14,26,22257,s'étaient produits sur scène,52675,36,0,sg,pl,0,0,21,32
23,percep_low,17,104,8434,disparaissait dans la foule,19040,104,1,sg,sg,1,0,21,32
23,percep_low,25,94,10243,ne l'ont pas beaucoup apprécié,23268,94,1,pl,pl,1,0,21,32
23,percep_low,9,153,29260,l'avaient invité,28917,153,1,sg,pl,0,0,21,32
23,percep_high,28,86,8722,avait remporté la course,18681,64,0,sg,sg,1,0,21,32
23,stat_low,24,149,34323,était contre le projet.,30835,139,0,sg,sg,1,0,21,32
23,stat_low,4,80,12019,a remporté un oscar,110545,80,1,pl,sg,0,0,21,32
23,percep_low,5,136,16515,avait fait un malaise,14356,136,1,pl,sg,0,1,21,32
23,stat_high,22,-1,23675,lui interdaisaient l'accès au réseau.,26999,-1,1,sg,pl,0,1,21,32
23,percep_high,11,3,22164,revenaient du front,43883,3,1,sg,pl,0,1,21,32
23,percep_high,3,13,9723,parlait.,37211,13,1,pl,sg,0,1,21,32
23,stat_high,26,63,18907,lui avait payé à  boire.,19771,63,1,sg,sg,1,1,21,32
23,percep_low,1,129,16081,l'attaquait en justice.,19163,129,1,pl,sg,0,1,21,32
23,percep_high,23,45,16396,volait dans la caisse.,21731,45,1,sg,sg,1,1,21,32
23,percep_high,27,75,8507,partait.,28860,75,1,sg,sg,1,1,21,32
23,percep_high,19,46,13244,ne savaient plus quoi faire,22755,46,1,pl,pl,1,1,21,32
23,stat_high,6,218,15315,l'avaient torturé.,17875,-22,0,pl,pl,1,1,21,32
23,stat_low,16,93,12953,l'avait invitée.,24282,93,1,sg,sg,1,1,21,32
23,stat_high,18,9,19412,avaient oublié leurs clés.,30115,9,1,pl,pl,1,1,21,32
23,percep_high,7,34,13892,hurlaient devant la scène.,22396,34,1,pl,pl,1,1,21,32
23,stat_high,10,0,32843,était un homme violent.,31573,0,1,sg,pl,0,1,21,32
24,percep_low,13,127,60125,dansaient,29603,127,1,pl,pl,1,0,20,24
24,percep_low,5,136,16075,l'examinait,18817,136,1,pl,sg,0,0,20,24
24,percep_high,3,13,16739,prenaient une pause café,41924,13,1,pl,pl,1,0,20,24
24,stat_high,2,17,8666,fanfaronnaient,34817,17,1,pl,pl,1,0,20,24
24,stat_low,12,57,28827,s'avère être son pà¨re,29874,93,0,sg,sg,1,0,20,24
24,stat_low,16,93,27835,lui plaisait,19684,93,1,sg,sg,1,0,20,24
24,percep_low,9,9,17396,traïnent avec son fils,30729,153,0,sg,pl,0,0,20,24
24,percep_high,11,3,36349,s'étaient blessés au combat,21819,3,1,sg,pl,0,0,20,24
24,stat_high,14,36,24930,se sont produits sur la scène de Bercy hier,30411,36,1,sg,pl,0,0,20,24
24,stat_high,6,-22,49298,avaient assassiné sa femme et ses enfants,22173,-22,1,pl,pl,1,0,20,24
24,stat_high,18,9,14459,partait en voyage,20932,9,1,pl,sg,0,0,20,24
24,percep_high,27,75,5953,donnait ses ordres,28489,75,1,sg,sg,1,0,20,24
24,percep_low,17,104,13164,montait sur l'échaffaudage,20532,104,1,sg,sg,1,0,20,24
24,percep_high,15,76,17292,dormaient,11938,76,1,pl,pl,1,0,20,24
24,stat_low,24,131,11803,était un vieux sénile,20123,139,0,sg,sg,1,1,20,24
24,percep_low,25,94,12922,sont sur-protecteurs,16596,94,1,pl,pl,1,1,20,24
24,stat_high,10,-10,33236,qui devenait trop autoritaire,31450,0,0,sg,sg,1,1,20,24
24,stat_low,20,86,8924,souhaite l'embaucher,24460,86,1,sg,sg,1,1,20,24
24,percep_low,21,151,22691,mijotaient quelque chose,34036,151,1,pl,pl,1,1,20,24
24,stat_high,26,63,21569,est intéressé par le produire,18540,63,1,sg,sg,1,1,20,24
24,percep_high,23,45,15140,trafficotait avec la concurrence,20171,45,1,sg,sg,1,1,20,24
24,percep_high,28,86,6669,ont participé au tour de France,35131,64,0,sg,pl,0,1,20,24
24,percep_high,7,41,13162,étaient au premier rang,13899,34,0,pl,pl,1,1,20,24
24,percep_high,19,46,15851,souhaite augmenter leurs payes,40299,46,1,pl,sg,0,1,20,24
24,stat_high,22,-1,20235,prenait trop de pause café,15170,-1,1,sg,sg,1,1,20,24
24,stat_low,4,80,9316,est dans tous les magazines people en ce moment,42164,80,1,pl,sg,0,1,20,24
24,percep_low,1,59,9964,avait fraudé,14396,129,0,pl,sg,0,1,20,24
24,stat_low,8,16,18500,étudiaient les sciences sous-marines,41155,142,0,sg,pl,0,1,20,24
25,percep_high,15,224,61092,dansent,11778,76,0,pl,pl,1,0,1,18
25,percep_low,17,382,40042,hurlait,8199,104,0,sg,sg,1,0,1,18
25,percep_low,13,201,34026,dansaient,17371,127,0,pl,pl,1,0,1,18
25,percep_low,21,124,54858,chuchutaient,21713,151,0,pl,pl,1,0,1,18
25,stat_low,24,170,23163,était lent,14361,139,0,sg,sg,1,0,1,18
25,percep_low,25,156,30108,mentaient,22651,94,0,pl,pl,1,0,1,18
25,percep_high,19,444,29371,travaillaient,11442,46,0,pl,pl,1,0,1,18
25,stat_low,16,164,38219,parlait assez fort ,24146,93,0,sg,sg,1,0,1,18
25,stat_low,20,114,22731,était gentil,13987,86,0,sg,sg,1,0,1,18
25,stat_high,10,250,5707,n'était pas agréable,18952,0,0,sg,sg,1,0,1,18
25,stat_high,2,124,9194,étaient déjà  partis,26611,17,0,pl,pl,1,0,1,18
25,stat_high,22,161,8051,voulait dormir,18692,-1,0,sg,sg,1,0,1,18
25,stat_low,4,149,22361,étaient malins,24540,80,0,pl,pl,1,0,1,18
25,percep_high,11,126,9476,mangeait,15652,3,0,sg,sg,1,0,1,18
25,percep_low,9,75,8835,pleurait,11690,153,0,sg,sg,1,1,1,18
25,percep_high,3,119,5155,étaient grands,17051,13,0,pl,pl,1,1,1,18
25,stat_low,12,200,14233,était beau,18185,93,0,sg,sg,1,1,1,18
25,percep_high,27,75,32165,mourait,9124,75,1,sg,sg,1,1,1,18
25,stat_low,8,225,4556,voulait de lui,10899,142,0,sg,sg,1,1,1,18
25,stat_high,14,189,17788,dansait,13219,36,0,sg,sg,1,1,1,18
25,percep_low,5,500,27853,mentaient,12443,136,0,pl,pl,1,1,1,18
25,stat_high,26,92,30091,jouaeint,15372,63,0,sg,sg,1,1,1,18
25,percep_high,28,178,7308,était disparu,15219,64,0,sg,sg,1,1,1,18
25,percep_high,23,195,6613,fumait,6731,45,0,sg,sg,1,1,1,18
25,percep_high,7,173,6635,criaent,11660,34,0,pl,pl,1,1,1,18
25,stat_high,18,183,16674,n'avaient pas de maison,15443,9,0,pl,pl,1,1,1,18
25,stat_high,6,160,11387,avaient tué ses amis,16708,-22,0,pl,pl,1,1,1,18
25,percep_low,1,148,12100,ont menti,16307,129,0,pl,pl,1,1,1,18
26,percep_high,7,34,103226,l'accompagnaient avec coeur.,59708,34,1,pl,pl,1,0,10,52
26,stat_low,20,86,99835,travaillaient sur le chantier.,32754,86,1,sg,pl,0,0,10,52
26,percep_high,15,170,31449,aimait jouer pour les enfants.,47938,76,0,pl,sg,0,0,10,52
26,stat_low,8,162,49387,aimaient tant leur professeur.,52721,142,0,sg,pl,0,0,10,52
26,stat_high,22,608,39728,étaient sur le projet.,26652,-1,0,sg,pl,0,0,10,52
26,stat_low,12,96,27018,ont gagné cette année.,75475,93,0,sg,pl,0,0,10,52
26,percep_high,28,86,13677,a gagné le Tour de France.,139682,64,0,sg,sg,1,0,10,52
26,stat_low,16,102,26825,lui avaient fait une jolie surprise.,94411,93,0,sg,pl,0,0,10,52
26,percep_low,5,136,39060,s'inquiétaient de son poids.,93363,136,1,pl,pl,1,0,10,52
26,percep_low,1,129,31312,le lui avait demandé.,60908,129,1,pl,sg,0,0,10,52
26,stat_low,24,139,27908,l'admiraient.,71769,139,1,sg,pl,0,0,10,52
26,percep_high,19,316,34421,les accompagnait.,49706,46,0,pl,sg,0,0,10,52
26,percep_low,13,127,23314,posait.,37203,127,1,pl,sg,0,0,10,52
26,percep_low,21,151,39778,comptait démissionner.,62122,151,1,pl,sg,0,0,10,52
26,stat_high,10,504,33500,avaient fait un très bon boulot!,165347,0,0,sg,pl,0,1,10,52
26,percep_high,27,75,30884,partaient vers le large.,30628,75,1,sg,pl,0,1,10,52
26,percep_low,9,153,23484,aimaient travailler dans son groupe.,68299,153,1,sg,pl,0,1,10,52
26,percep_low,25,94,30547,"aimerait, à  son tour%2C rencontrer les siens.",79916,94,1,pl,sg,0,1,10,52
26,stat_high,14,210,35763,aimaient tant jouer avec elle.,55301,36,0,sg,pl,0,1,10,52
